{'dataset_name': 'COLLAB', 'num_workers': 1, 'hyperparams': {'batch_size': 32, 'epochs': 301, 'learning_rate': 0.0001, 'step_size': 20, 'decay_rate': 0.7}, 'architecture': {'layers': 3, 'hidden': 200, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'EB2', 'dropout': 0.5, 'variants': {'BN': 'Y'}}, 'commit_id': '969a403a1623c9d32069268663d218e81dc00479', 'time_stamp': '1605539129', 'directory': '../../nlg_results/tu/board/'}
-------- FOLD0 DATASET=COLLAB, COMMIT_ID=969a403a1623c9d32069268663d218e81dc00479
Epoch: 001, Train Loss: 3.1601123, Train Acc: 0.6715556, Test Acc: 0.6900000
Epoch: 002, Train Loss: 1.6807487, Train Acc: 0.6391111, Test Acc: 0.6500000
Epoch: 003, Train Loss: 1.7541442, Train Acc: 0.6651111, Test Acc: 0.6580000
Epoch: 004, Train Loss: 1.2639516, Train Acc: 0.6384444, Test Acc: 0.6420000
Epoch: 005, Train Loss: 1.7339123, Train Acc: 0.6348889, Test Acc: 0.6380000
Epoch: 006, Train Loss: 1.1291740, Train Acc: 0.6531111, Test Acc: 0.6580000
Epoch: 007, Train Loss: 1.1320251, Train Acc: 0.6746667, Test Acc: 0.6920000
Epoch: 008, Train Loss: 1.2045746, Train Acc: 0.6537778, Test Acc: 0.6320000
Epoch: 009, Train Loss: 1.3834962, Train Acc: 0.6337778, Test Acc: 0.6380000
Epoch: 010, Train Loss: 1.1131141, Train Acc: 0.6448889, Test Acc: 0.6440000
Epoch: 011, Train Loss: 1.3709543, Train Acc: 0.6584444, Test Acc: 0.6880000
Epoch: 012, Train Loss: 0.9572537, Train Acc: 0.6577778, Test Acc: 0.6660000
Epoch: 013, Train Loss: 0.9803869, Train Acc: 0.6426667, Test Acc: 0.6620000
Epoch: 014, Train Loss: 1.0312060, Train Acc: 0.6764444, Test Acc: 0.6960000
Epoch: 015, Train Loss: 1.1359050, Train Acc: 0.6715556, Test Acc: 0.6760000
Epoch: 016, Train Loss: 1.0251597, Train Acc: 0.6611111, Test Acc: 0.6700000
Epoch: 017, Train Loss: 1.2216736, Train Acc: 0.6628889, Test Acc: 0.6620000
Epoch: 018, Train Loss: 0.8500868, Train Acc: 0.6655556, Test Acc: 0.6440000
Epoch: 019, Train Loss: 0.8261761, Train Acc: 0.6695556, Test Acc: 0.6560000
Epoch: 020, Train Loss: 1.0708412, Train Acc: 0.7002222, Test Acc: 0.7080000
Epoch: 021, Train Loss: 0.9626288, Train Acc: 0.6711111, Test Acc: 0.6760000
Epoch: 022, Train Loss: 1.0477837, Train Acc: 0.6553333, Test Acc: 0.6720000
Epoch: 023, Train Loss: 0.8523948, Train Acc: 0.6953333, Test Acc: 0.7000000
Epoch: 024, Train Loss: 1.0557612, Train Acc: 0.6873333, Test Acc: 0.6880000
Epoch: 025, Train Loss: 1.0959715, Train Acc: 0.6653333, Test Acc: 0.6740000
Epoch: 026, Train Loss: 0.8698509, Train Acc: 0.6573333, Test Acc: 0.6280000
Epoch: 027, Train Loss: 1.0079109, Train Acc: 0.6971111, Test Acc: 0.6720000
Epoch: 028, Train Loss: 0.8324731, Train Acc: 0.6662222, Test Acc: 0.6420000
Epoch: 029, Train Loss: 0.8276519, Train Acc: 0.7015556, Test Acc: 0.7000000
Epoch: 030, Train Loss: 0.8390810, Train Acc: 0.6833333, Test Acc: 0.6700000
Epoch: 031, Train Loss: 0.8146321, Train Acc: 0.6975556, Test Acc: 0.6960000
Epoch: 032, Train Loss: 0.7207636, Train Acc: 0.7168889, Test Acc: 0.7460000
Epoch: 033, Train Loss: 0.8220815, Train Acc: 0.7153333, Test Acc: 0.7260000
Epoch: 034, Train Loss: 0.7711175, Train Acc: 0.7168889, Test Acc: 0.6960000
Epoch: 035, Train Loss: 0.6783894, Train Acc: 0.6904444, Test Acc: 0.6820000
Epoch: 036, Train Loss: 0.8130189, Train Acc: 0.7200000, Test Acc: 0.7240000
Epoch: 037, Train Loss: 0.6554300, Train Acc: 0.7015556, Test Acc: 0.6900000
