{'dataset_name': 'COLLAB', 'seed': 789, 'num_workers': 4, 'cov_weight': 0, 'hyperparams': {'batch_size': 32, 'epochs': 1001, 'learning_rate': 0.001, 'step_size': 50, 'decay_rate': 0.75}, 'architecture': {'layers': 3, 'hidden': 128, 'pooling': 'S', 'JK': 'C', 'method': 'penalty', 'dropout': 0.5, 'exps': 2, 'exp_nonlinear': 'Tanh', 'exp_bn': 'N', 'mlp_n': 2, 'mlp_nonlinear': 'ReLU', 'aggr': 'add'}, 'commit_id': '0bb16684179168ffeda005d30b682e2aa720ba4e', 'time_stamp': '1614476280', 'directory': '../../nlg_results/pca/board/'}
-------- FOLD0 DATASET=COLLAB, COMMIT_ID=0bb16684179168ffeda005d30b682e2aa720ba4e
Epoch: 001, Train Loss: 0.8426616, Train Acc: 0.6406667, Test Acc: 0.6320000, Train Cov: 627.3081665
Epoch: 002, Train Loss: 0.7761061, Train Acc: 0.6660000, Test Acc: 0.6440000, Train Cov: 689.2208862
Epoch: 003, Train Loss: 0.7509460, Train Acc: 0.6520000, Test Acc: 0.6160000, Train Cov: 630.8007812
Epoch: 004, Train Loss: 0.7105213, Train Acc: 0.6731111, Test Acc: 0.6500000, Train Cov: 494.4926147
Epoch: 005, Train Loss: 0.6839349, Train Acc: 0.6997778, Test Acc: 0.6740000, Train Cov: 384.9622498
Epoch: 006, Train Loss: 0.6795417, Train Acc: 0.7228889, Test Acc: 0.6920000, Train Cov: 365.4643250
Epoch: 007, Train Loss: 0.6867524, Train Acc: 0.7337778, Test Acc: 0.6840000, Train Cov: 434.6831055
Epoch: 008, Train Loss: 0.6589251, Train Acc: 0.7546667, Test Acc: 0.7180000, Train Cov: 454.3818054
Epoch: 009, Train Loss: 0.6185875, Train Acc: 0.7426667, Test Acc: 0.6960000, Train Cov: 406.7022400
Epoch: 010, Train Loss: 0.6230572, Train Acc: 0.7173333, Test Acc: 0.6780000, Train Cov: 413.5121460
Epoch: 011, Train Loss: 0.6344816, Train Acc: 0.7420000, Test Acc: 0.7160000, Train Cov: 386.6270142
Epoch: 012, Train Loss: 0.6303220, Train Acc: 0.7342222, Test Acc: 0.7140000, Train Cov: 407.8977356
Epoch: 013, Train Loss: 0.6277548, Train Acc: 0.7368889, Test Acc: 0.7100000, Train Cov: 412.0527649
Epoch: 014, Train Loss: 0.6352178, Train Acc: 0.7251111, Test Acc: 0.6980000, Train Cov: 381.8566589
Epoch: 015, Train Loss: 0.6113280, Train Acc: 0.7431111, Test Acc: 0.7300000, Train Cov: 334.8619080
Epoch: 016, Train Loss: 0.6099710, Train Acc: 0.7435556, Test Acc: 0.7040000, Train Cov: 335.1754456
Epoch: 017, Train Loss: 0.6136596, Train Acc: 0.7415556, Test Acc: 0.7040000, Train Cov: 337.7421570
Epoch: 018, Train Loss: 0.6163587, Train Acc: 0.7491111, Test Acc: 0.7360000, Train Cov: 326.3449097
Epoch: 019, Train Loss: 0.6006204, Train Acc: 0.7433333, Test Acc: 0.7000000, Train Cov: 340.6720581
Epoch: 020, Train Loss: 0.6002617, Train Acc: 0.7340000, Test Acc: 0.7180000, Train Cov: 287.3143005
Epoch: 021, Train Loss: 0.6353086, Train Acc: 0.7428889, Test Acc: 0.7220000, Train Cov: 292.5790405
Epoch: 022, Train Loss: 0.6064165, Train Acc: 0.7071111, Test Acc: 0.6660000, Train Cov: 290.0958557
Epoch: 023, Train Loss: 0.5916439, Train Acc: 0.7520000, Test Acc: 0.7080000, Train Cov: 302.0065002
Epoch: 024, Train Loss: 0.5861554, Train Acc: 0.7493333, Test Acc: 0.7300000, Train Cov: 275.3800964
Epoch: 025, Train Loss: 0.5879211, Train Acc: 0.7317778, Test Acc: 0.7060000, Train Cov: 278.3258667
Epoch: 026, Train Loss: 0.5814074, Train Acc: 0.7468889, Test Acc: 0.7240000, Train Cov: 250.0063629
Epoch: 027, Train Loss: 0.5720511, Train Acc: 0.7484444, Test Acc: 0.7080000, Train Cov: 209.4231415
Epoch: 028, Train Loss: 0.5727888, Train Acc: 0.7508889, Test Acc: 0.7140000, Train Cov: 220.5567627
Epoch: 029, Train Loss: 0.5683886, Train Acc: 0.7128889, Test Acc: 0.6820000, Train Cov: 180.0196381
Epoch: 030, Train Loss: 0.5659456, Train Acc: 0.7500000, Test Acc: 0.7100000, Train Cov: 169.9203644
Epoch: 031, Train Loss: 0.5516509, Train Acc: 0.7464444, Test Acc: 0.7020000, Train Cov: 170.8831024
Epoch: 032, Train Loss: 0.5599030, Train Acc: 0.7542222, Test Acc: 0.7280000, Train Cov: 215.9584808
Epoch: 033, Train Loss: 0.5718438, Train Acc: 0.7368889, Test Acc: 0.7140000, Train Cov: 204.4753571
Epoch: 034, Train Loss: 0.5861402, Train Acc: 0.7366667, Test Acc: 0.7180000, Train Cov: 202.1687164
Epoch: 035, Train Loss: 0.5664501, Train Acc: 0.7137778, Test Acc: 0.6740000, Train Cov: 208.8493347
Epoch: 036, Train Loss: 0.5595915, Train Acc: 0.7466667, Test Acc: 0.7100000, Train Cov: 182.4642639
Epoch: 037, Train Loss: 0.5791829, Train Acc: 0.7202222, Test Acc: 0.6740000, Train Cov: 186.1148834
Epoch: 038, Train Loss: 0.5747696, Train Acc: 0.7095556, Test Acc: 0.6720000, Train Cov: 186.4775238
Epoch: 039, Train Loss: 0.5599736, Train Acc: 0.7522222, Test Acc: 0.7240000, Train Cov: 180.4433594
Epoch: 040, Train Loss: 0.5565583, Train Acc: 0.7508889, Test Acc: 0.7220000, Train Cov: 153.1401520
Epoch: 041, Train Loss: 0.5630091, Train Acc: 0.7551111, Test Acc: 0.7280000, Train Cov: 158.2911682
Epoch: 042, Train Loss: 0.5743137, Train Acc: 0.7408889, Test Acc: 0.7140000, Train Cov: 167.2109833
Epoch: 043, Train Loss: 0.5862406, Train Acc: 0.7495556, Test Acc: 0.7080000, Train Cov: 158.2999115
Epoch: 044, Train Loss: 0.5686958, Train Acc: 0.7428889, Test Acc: 0.7080000, Train Cov: 160.1668854
Epoch: 045, Train Loss: 0.5594405, Train Acc: 0.7504444, Test Acc: 0.6960000, Train Cov: 170.6147308
Epoch: 046, Train Loss: 0.5716757, Train Acc: 0.7462222, Test Acc: 0.7060000, Train Cov: 146.0076752
Epoch: 047, Train Loss: 0.5757915, Train Acc: 0.7448889, Test Acc: 0.7120000, Train Cov: 192.6273193
Epoch: 048, Train Loss: 0.5815638, Train Acc: 0.7124444, Test Acc: 0.6740000, Train Cov: 252.7283936
Epoch: 049, Train Loss: 0.6378867, Train Acc: 0.7211111, Test Acc: 0.7020000, Train Cov: 236.3590240
Epoch: 050, Train Loss: 0.6063028, Train Acc: 0.7577778, Test Acc: 0.7360000, Train Cov: 249.0752563
Epoch: 051, Train Loss: 0.5753309, Train Acc: 0.7446667, Test Acc: 0.7180000, Train Cov: 229.6841888
Epoch: 052, Train Loss: 0.5983423, Train Acc: 0.7413333, Test Acc: 0.7040000, Train Cov: 259.6553345
Epoch: 053, Train Loss: 0.5694395, Train Acc: 0.7471111, Test Acc: 0.7140000, Train Cov: 278.8685913
Epoch: 054, Train Loss: 0.5719422, Train Acc: 0.7333333, Test Acc: 0.7120000, Train Cov: 257.2796631
Epoch: 055, Train Loss: 0.5753242, Train Acc: 0.7477778, Test Acc: 0.7200000, Train Cov: 254.6791992
Epoch: 056, Train Loss: 0.5753152, Train Acc: 0.7306667, Test Acc: 0.7060000, Train Cov: 250.7210083
Epoch: 057, Train Loss: 0.5910879, Train Acc: 0.7366667, Test Acc: 0.7020000, Train Cov: 278.1441040
